mic;C_x;C_y;C_z;x1_x;x1_y;x1_z;x2_x;x2_y;x2_z;x3_x;x3_y;x3_z;x4_x;x4_y;x4_z;x5_x;x5_y;x5_z;x6_x;x6_y;x6_z;x7_x;x7_y;x7_z;x8_x;x8_y;x8_z
A101;2.31233741515732;2.88078217269924;1.2171585635487;2.31547653023213;2.86231717711971;1.20708085270769;2.33136914573748;2.88101777992238;1.20766603588951;2.31306149752404;2.89671955189488;1.20309278912634;2.29716888201868;2.87801894909221;1.20250760594451;2.29916804024193;2.86882265783715;1.22881651918428;2.32335127863586;2.87094315145279;1.23246407997867;2.32164359263118;2.89526930394523;1.2296440931765;2.29746035423725;2.89314881032959;1.22599653238211
A109;3.05182272562792;-1.57671635176956;1.27176539986204;3.03775656898194;-1.58173200361544;1.25662086834826;3.06061003512207;-1.5905533988773;1.25821218326257;3.06901321980371;-1.56795248949105;1.26281822215311;3.04615975366358;-1.55913109422919;1.26122690723881;3.0341007159817;-1.5723527885767;1.28268602490649;3.04431860799106;-1.59457171327388;1.28055429313949;3.06642039774431;-1.58482812539507;1.2849364840403;3.05620250573496;-1.56260920069788;1.28706821580731
A206;4.12506672259569;0.881220487778296;1.40004628691386;4.11605566086938;0.863753426582083;1.39191776301758;4.14011088698709;0.868648586396548;1.39180063506503;4.13539408472651;0.891656438726697;1.3846577561126;4.11133885860881;0.886761278912232;1.38477488406515;4.10739895888262;0.881274642202402;1.41188763623215;4.1277438552574;0.868467034499016;1.4168555924071;4.14141818590423;0.888197443602002;1.41172199229313;4.12107328952946;0.901005051305389;1.40675403611818
A301;3.66743775656021;4.13034370566561;1.70063011945741;3.67471889148499;4.11123390760653;1.69478451826093;3.68702851807992;4.13236031176138;1.69259857390675;3.66687792778559;4.14317850661524;1.68367946055203;3.65456830119066;4.12205210246039;1.68586540490621;3.65537288304597;4.11854258058036;1.71357394558447;3.67832572252716;4.12583158527897;1.71833501504363;3.67278132392428;4.14841982786032;1.7104825534322;3.6498284844431;4.1411308231617;1.70572148397304
A311;5.02292485926919;-1.33665518789304;1.70003418580822;5.0081519232246;-1.34987594251487;1.69233078598398;5.02991004752484;-1.35669625144092;1.70142460944989;5.04083654785733;-1.33873202911388;1.68875462449295;5.01907842355709;-1.33191172018783;1.67966080102704;5.00597016575881;-1.32418370328032;1.70309536213832;5.01362928051767;-1.34170901339791;1.71848469865857;5.03674080023601;-1.33382907666311;1.71595597061764;5.02908168547715;-1.31630376654552;1.70056663409739
A403;4.99638326039499;3.92619577402045;2.00000605785799;4.99922065262393;3.90544125218353;1.99632239260987;5.01177391053327;3.92358564900603;1.98556010698136;4.99085026838814;3.93589233318891;1.98190265760432;4.97829701047879;3.91774793636641;1.99266494323282;4.98885456649026;3.91889472932094;2.01850967575787;5.01252630953189;3.92302261551504;2.01348579786524;5.00660755407763;3.9445547813884;2.00328950545991;4.982935811036;3.9404268951943;2.00831338335254
A416;5.27901724525478;-3.48427054784356;2.06744583297646;5.2615484169762;-3.4888540254144;2.0562118607079;5.28206116595357;-3.50233281324716;2.05663567681342;5.29551144240542;-3.48193935718541;2.0542217121561;5.27499869342805;-3.46846056935265;2.05379789605058;5.26499985691609;-3.47361346210849;2.07937519627874;5.26999377913083;-3.4975647554603;2.08138181029966;5.29400926472144;-3.49267534666593;2.07997456276312;5.2890153425067;-3.46872405331412;2.07796794874219
A507;6.91105917906346;0.615617202915516;2.30012256492841;6.90063601704432;0.600728758260058;2.28907438542841;6.92473226591621;0.605184640819902;2.28760942363462;6.92021557204273;0.629295089382734;2.28665236632561;6.89611932317085;0.624839206822891;2.2881173281194;6.89465394260491;0.613071697235399;2.31341763839838;6.91488634844986;0.599173820333407;2.313058495693;6.92873118456186;0.619373266783871;2.31134586956124;6.90849877871691;0.633271143685864;2.31170501226662
